From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (GO)	Gene Ontology IDs
P25025	P25025	reviewed	CXCR2_HUMAN	C-X-C chemokine receptor type 2 (CXC-R2) (CXCR-2) (CDw128b) (GRO/MGSA receptor) (High affinity interleukin-8 receptor B) (IL-8R B) (IL-8 receptor type 2) (CD antigen CD182)	CXCR2 IL8RB	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; mast cell granule [GO:0042629]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; C-C chemokine binding [GO:0019957]; C-C chemokine receptor activity [GO:0016493]; C-X-C chemokine receptor activity [GO:0016494]; G protein-coupled receptor activity [GO:0004930]; interleukin-8 binding [GO:0019959]; interleukin-8 receptor activity [GO:0004918]; calcium-mediated signaling [GO:0019722]; cell surface receptor signaling pathway [GO:0007166]; cellular defense response [GO:0006968]; chemotaxis [GO:0006935]; dendritic cell chemotaxis [GO:0002407]; immune response [GO:0006955]; inflammatory response [GO:0006954]; interleukin-8-mediated signaling pathway [GO:0038112]; negative regulation of apoptotic process [GO:0043066]; neutrophil activation [GO:0042119]; neutrophil chemotaxis [GO:0030593]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; receptor internalization [GO:0031623]; signal transduction [GO:0007165]	GO:0002407; GO:0004918; GO:0004930; GO:0005654; GO:0005886; GO:0006935; GO:0006954; GO:0006955; GO:0006968; GO:0007165; GO:0007166; GO:0007200; GO:0007204; GO:0008284; GO:0009897; GO:0009986; GO:0015630; GO:0016020; GO:0016493; GO:0016494; GO:0019722; GO:0019957; GO:0019959; GO:0030593; GO:0030667; GO:0031623; GO:0038112; GO:0042119; GO:0042629; GO:0043066; GO:0072686
O60938	O60938	reviewed	KERA_HUMAN	Keratocan (KTN) (Keratan sulfate proteoglycan keratocan)	KERA SLRR2B	extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; cornea development in camera-type eye [GO:0061303]; visual perception [GO:0007601]	GO:0005576; GO:0005615; GO:0005796; GO:0007601; GO:0031012; GO:0043202; GO:0061303
Q14703	Q14703	reviewed	MBTP1_HUMAN	Membrane-bound transcription factor site-1 protease (EC 3.4.21.112) (Endopeptidase S1P) (Subtilisin/kexin-isozyme 1) (SKI-1)	MBTPS1 KIAA0091 S1P SKI1	endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; mitochondrion [GO:0005739]; serine-type endopeptidase activity [GO:0004252]; ATF6-mediated unfolded protein response [GO:0036500]; cholesterol metabolic process [GO:0008203]; endoplasmic reticulum unfolded protein response [GO:0030968]; lysosome organization [GO:0007040]; membrane protein intracellular domain proteolysis [GO:0031293]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; protein import into nucleus [GO:0006606]; protein maturation [GO:0051604]; protein processing [GO:0016485]; proteolysis [GO:0006508]; regulation of cholesterol biosynthetic process [GO:0045540]; regulation of vesicle-mediated transport [GO:0060627]; response to endoplasmic reticulum stress [GO:0034976]	GO:0000139; GO:0004252; GO:0005739; GO:0005788; GO:0005789; GO:0005794; GO:0005795; GO:0006508; GO:0006606; GO:0007040; GO:0007095; GO:0008203; GO:0016485; GO:0030968; GO:0031293; GO:0034976; GO:0036500; GO:0045540; GO:0051604; GO:0060627
Q8NBS3	Q8NBS3	reviewed	S4A11_HUMAN	Solute carrier family 4 member 11 (Sodium borate cotransporter 1) (NaBC1)	SLC4A11 BTR1	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886]; vesicle membrane [GO:0012506]; active borate transmembrane transporter activity [GO:0046715]; bicarbonate transmembrane transporter activity [GO:0015106]; protein dimerization activity [GO:0046983]; proton channel activity [GO:0015252]; proton transmembrane transporter activity [GO:0015078]; sodium channel activity [GO:0005272]; solute:inorganic anion antiporter activity [GO:0005452]; symporter activity [GO:0015293]; transmembrane transporter activity [GO:0022857]; water transmembrane transporter activity [GO:0005372]; bicarbonate transport [GO:0015701]; borate transport [GO:0046713]; cellular hypotonic response [GO:0071476]; cellular response to oxidative stress [GO:0034599]; fluid transport [GO:0042044]; intracellular monoatomic cation homeostasis [GO:0030003]; monoatomic anion transport [GO:0006820]; monoatomic ion homeostasis [GO:0050801]; proton transmembrane transport [GO:1902600]; regulation of mesenchymal stem cell differentiation [GO:2000739]; regulation of mitochondrial membrane potential [GO:0051881]; sodium ion transport [GO:0006814]; transmembrane transport [GO:0055085]	GO:0005272; GO:0005372; GO:0005452; GO:0005886; GO:0006814; GO:0006820; GO:0012506; GO:0015078; GO:0015106; GO:0015252; GO:0015293; GO:0015701; GO:0016323; GO:0016324; GO:0022857; GO:0030003; GO:0034599; GO:0042044; GO:0046713; GO:0046715; GO:0046983; GO:0050801; GO:0051881; GO:0055085; GO:0071476; GO:1902600; GO:2000739
O15492	O15492	reviewed	RGS16_HUMAN	Regulator of G-protein signaling 16 (RGS16) (A28-RGS14P) (Retinal-specific RGS) (RGS-r) (hRGS-r) (Retinally abundant regulator of G-protein signaling)	RGS16 RGSR	cytoplasm [GO:0005737]; membrane [GO:0016020]; plasma membrane [GO:0005886]; calmodulin binding [GO:0005516]; GTPase activator activity [GO:0005096]; GTPase activity [GO:0003924]; G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of signal transduction [GO:0009968]; positive regulation of GTPase activity [GO:0043547]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]; visual perception [GO:0007601]	GO:0003924; GO:0005096; GO:0005516; GO:0005737; GO:0005886; GO:0007186; GO:0007601; GO:0008277; GO:0009968; GO:0016020; GO:0043547
Q8TEP8	Q8TEP8	reviewed	CE192_HUMAN	Centrosomal protein of 192 kDa (Cep192) (Cep192/SPD-2)	CEP192 KIAA1569 PP8407	centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; pericentriolar material [GO:0000242]; procentriole [GO:0120098]; procentriole replication complex [GO:0120099]; phosphatase binding [GO:0019902]; centriole replication [GO:0007099]; centrosome cycle [GO:0007098]; centrosome-templated microtubule nucleation [GO:0090222]; mitotic spindle assembly [GO:0090307]; protein localization to centrosome [GO:0071539]; response to bacterium [GO:0009617]	GO:0000242; GO:0005737; GO:0005813; GO:0005814; GO:0005829; GO:0007098; GO:0007099; GO:0009617; GO:0019902; GO:0071539; GO:0090222; GO:0090307; GO:0120098; GO:0120099
Q14669	Q14669	reviewed	TRIPC_HUMAN	E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (E3 ubiquitin-protein ligase for Arf) (ULF) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12)	TRIP12 KIAA0045 ULF	cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; nuclear thyroid hormone receptor binding [GO:0046966]; ubiquitin protein ligase activity [GO:0061630]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; DNA repair-dependent chromatin remodeling [GO:0140861]; heterochromatin boundary formation [GO:0033696]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; regulation of embryonic development [GO:0045995]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0000209; GO:0005634; GO:0005654; GO:0005829; GO:0006281; GO:0006511; GO:0006974; GO:0016607; GO:0033696; GO:0043161; GO:0045995; GO:0046966; GO:0061630; GO:0140861
Q9H3P2	Q9H3P2	reviewed	NELFA_HUMAN	Negative elongation factor A (NELF-A) (Wolf-Hirschhorn syndrome candidate 2 protein)	NELFA WHSC2 P/OKcl.15	cytosol [GO:0005829]; NELF complex [GO:0032021]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; molecular adaptor activity [GO:0060090]; negative regulation of transcription elongation by RNA polymerase II [GO:0034244]; positive regulation of transcription by RNA polymerase II [GO:0045944]	GO:0003682; GO:0005634; GO:0005654; GO:0005829; GO:0016604; GO:0032021; GO:0034244; GO:0045944; GO:0060090
Q92753	Q92753	reviewed	RORB_HUMAN	Nuclear receptor ROR-beta (Nuclear receptor RZR-beta) (Nuclear receptor subfamily 1 group F member 2) (Retinoid-related orphan receptor-beta)	RORB NR1F2 RZRB	chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; melatonin receptor activity [GO:0008502]; nuclear receptor activity [GO:0004879]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]; zinc ion binding [GO:0008270]; amacrine cell differentiation [GO:0035881]; cellular response to retinoic acid [GO:0071300]; eye photoreceptor cell development [GO:0042462]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of osteoblast differentiation [GO:0045668]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of circadian rhythm [GO:0042752]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; retina development in camera-type eye [GO:0060041]; retinal cone cell development [GO:0046549]; retinal rod cell development [GO:0046548]; rhythmic process [GO:0048511]; visual perception [GO:0007601]	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0003700; GO:0004879; GO:0005634; GO:0005654; GO:0006355; GO:0006357; GO:0007601; GO:0008270; GO:0008502; GO:0035881; GO:0042462; GO:0042752; GO:0045668; GO:0045892; GO:0045893; GO:0045944; GO:0046548; GO:0046549; GO:0048511; GO:0060041; GO:0071300; GO:1990837
O60813	O60813	reviewed	PRA11_HUMAN	PRAME family member 11	PRAMEF11	Cul2-RING ubiquitin ligase complex [GO:0031462]; cytoplasm [GO:0005737]; ubiquitin-like ligase-substrate adaptor activity [GO:1990756]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell differentiation [GO:0045596]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of cell population proliferation [GO:0008284]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	GO:0005737; GO:0008284; GO:0031462; GO:0043066; GO:0043161; GO:0045596; GO:0045892; GO:1990756
Q8WXD5	Q8WXD5	reviewed	GEMI6_HUMAN	Gem-associated protein 6 (Gemin-6) (SIP2)	GEMIN6	cytoplasm [GO:0005737]; cytosol [GO:0005829]; Gemini of Cajal bodies [GO:0097504]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; SMN complex [GO:0032797]; SMN-Sm protein complex [GO:0034719]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]; spliceosomal complex assembly [GO:0000245]; spliceosomal snRNP assembly [GO:0000387]	GO:0000245; GO:0000387; GO:0000398; GO:0003723; GO:0005654; GO:0005737; GO:0005829; GO:0016604; GO:0032797; GO:0034719; GO:0097504
Q9GZR5	Q9GZR5	reviewed	ELOV4_HUMAN	Very long chain fatty acid elongase 4 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL4) (ELOVL fatty acid elongase 4) (ELOVL FA elongase 4) (Elongation of very long chain fatty acids protein 4) (Very long chain 3-ketoacyl-CoA synthase 4) (Very long chain 3-oxoacyl-CoA synthase 4)	ELOVL4	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; fatty acid elongase activity [GO:0009922]; G protein-coupled photoreceptor activity [GO:0008020]; fatty acid biosynthetic process [GO:0006633]; fatty acid elongation, monounsaturated fatty acid [GO:0034625]; fatty acid elongation, polyunsaturated fatty acid [GO:0034626]; fatty acid elongation, saturated fatty acid [GO:0019367]; long-chain fatty-acyl-CoA biosynthetic process [GO:0035338]; sphingolipid biosynthetic process [GO:0030148]; unsaturated fatty acid biosynthetic process [GO:0006636]; very long-chain fatty acid biosynthetic process [GO:0042761]	GO:0005783; GO:0005789; GO:0006633; GO:0006636; GO:0008020; GO:0009922; GO:0019367; GO:0030148; GO:0034625; GO:0034626; GO:0035338; GO:0042761
O60880	O60880	reviewed	SH21A_HUMAN	SH2 domain-containing protein 1A (Duncan disease SH2-protein) (Signaling lymphocytic activation molecule-associated protein) (SLAM-associated protein) (T-cell signal transduction molecule SAP)	SH2D1A DSHP SAP	cytoplasm [GO:0005737]; cytosol [GO:0005829]; protein-macromolecule adaptor activity [GO:0030674]; adaptive immune response [GO:0002250]; cell-cell signaling [GO:0007267]; cellular defense response [GO:0006968]; humoral immune response [GO:0006959]; natural killer cell activation [GO:0030101]; natural killer cell mediated cytotoxicity [GO:0042267]; negative regulation of T cell receptor signaling pathway [GO:0050860]; positive regulation of natural killer cell mediated cytotoxicity [GO:0045954]; regulation of immune response [GO:0050776]	GO:0002250; GO:0005737; GO:0005829; GO:0006959; GO:0006968; GO:0007267; GO:0030101; GO:0030674; GO:0042267; GO:0045954; GO:0050776; GO:0050860
P55290	P55290	reviewed	CAD13_HUMAN	Cadherin-13 (Heart cadherin) (H-cadherin) (P105) (Truncated cadherin) (T-cad) (T-cadherin)	CDH13 CDHH	adherens junction [GO:0005912]; catenin complex [GO:0016342]; caveola [GO:0005901]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; adiponectin binding [GO:0055100]; beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; lipoprotein particle binding [GO:0071813]; low-density lipoprotein particle binding [GO:0030169]; adherens junction organization [GO:0034332]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell junction assembly [GO:0007043]; cellular response to toxic substance [GO:0097237]; cellular response to xenobiotic stimulus [GO:0071466]; endothelial cell migration [GO:0043542]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; keratinocyte proliferation [GO:0043616]; lamellipodium assembly [GO:0030032]; localization within membrane [GO:0051668]; low-density lipoprotein particle mediated signaling [GO:0055096]; negative regulation of cell adhesion [GO:0007162]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of calcium-mediated signaling [GO:0050850]; positive regulation of cell migration [GO:0030335]; positive regulation of cell-matrix adhesion [GO:0001954]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of positive chemotaxis [GO:0050927]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of transcription by RNA polymerase II [GO:0045944]; Rac protein signal transduction [GO:0016601]; regulation of endocytosis [GO:0030100]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; Rho protein signal transduction [GO:0007266]; sprouting angiogenesis [GO:0002040]	GO:0000902; GO:0001938; GO:0001954; GO:0002040; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0005886; GO:0005901; GO:0005912; GO:0005925; GO:0007043; GO:0007156; GO:0007162; GO:0007266; GO:0008013; GO:0008285; GO:0009897; GO:0016339; GO:0016342; GO:0016477; GO:0016601; GO:0030032; GO:0030100; GO:0030169; GO:0030335; GO:0031012; GO:0034332; GO:0042058; GO:0042802; GO:0043005; GO:0043542; GO:0043616; GO:0044331; GO:0045296; GO:0045944; GO:0048471; GO:0048661; GO:0050850; GO:0050927; GO:0051668; GO:0055096; GO:0055100; GO:0070062; GO:0071466; GO:0071813; GO:0097237; GO:0098982
Q9HDC9	Q9HDC9	reviewed	APMAP_HUMAN	Adipocyte plasma membrane-associated protein (Protein BSCv)	APMAP C20orf3 UNQ1869/PRO4305	cell surface [GO:0009986]; membrane [GO:0016020]; arylesterase activity [GO:0004064]	GO:0004064; GO:0009986; GO:0016020
A3KN83	A3KN83	reviewed	SBNO1_HUMAN	Protein strawberry notch homolog 1 (Monocyte protein 3) (MOP-3)	SBNO1 MOP3	nucleus [GO:0005634]; chromatin DNA binding [GO:0031490]; histone binding [GO:0042393]; inflammatory response [GO:0006954]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of MAPK cascade [GO:0043409]; negative regulation of neuroinflammatory response [GO:0150079]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of neural precursor cell proliferation [GO:2000179]; regulation of DNA-templated transcription [GO:0006355]; Wnt signaling pathway [GO:0016055]	GO:0005634; GO:0006355; GO:0006954; GO:0016055; GO:0031490; GO:0042393; GO:0043124; GO:0043409; GO:0090263; GO:0150079; GO:2000179
Q9GZY6	Q9GZY6	reviewed	NTAL_HUMAN	Linker for activation of T-cells family member 2 (Linker for activation of B-cells) (Membrane-associated adapter molecule) (Non-T-cell activation linker) (Williams-Beuren syndrome chromosomal region 15 protein) (Williams-Beuren syndrome chromosomal region 5 protein)	LAT2 LAB NTAL WBS15 WBSCR15 WBSCR5 HSPC046	extracellular exosome [GO:0070062]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; SH2 domain binding [GO:0042169]; adaptive immune response [GO:0002250]; B cell activation [GO:0042113]; B cell receptor signaling pathway [GO:0050853]; calcium-mediated signaling [GO:0019722]; intracellular signal transduction [GO:0035556]; mast cell degranulation [GO:0043303]	GO:0002250; GO:0005886; GO:0019722; GO:0035556; GO:0042113; GO:0042169; GO:0043303; GO:0045121; GO:0050853; GO:0070062
